FISH_N,STRUCT_1_AGE_READER_1,STRUCT_1_AGE_READER_2,STRUCT_2_AGE_READER_1,STRUCT_2_AGE_READER_2,REAL_AGE,FINAL_AGE,YEAR_CLASS_FINAL_AGE,READER_1,READER_2,STRUCTURE,SECTION,MEASUREMENT_AXIS,PICTURE_ID1,PICTURE_ID2,PICTURE_ID3,F-E,F-A1,A1-A2,A2-A3,A3-A4,A4-A5,A5-A6,A6-A7,A7-A8,A8-A9,A9-A10,LA-E,CLEAR_ZONE,COMMENTS
ST.WTL.082908.GLN.002,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.002-100X,,,460.8325897,347.1455127,,,,,,,,,,113.6870769,,
ST.WTL.082908.GLN.003,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.003-100X,,,508.6190172,399.6208126,,,,,,,,,,108.9982046,,
ST.WTL.082908.GLN.004,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.004-100X,,,473.583162,324.8464732,,,,,,,,,,148.7366888,,
ST.WTL.082908.GLN.005,4,4,,,,4,2004,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.005-40X,,,744.9203748,348.439896,196.1156007,78.51663749,80.3104941,,,,,,,41.53774648,,
ST.WTL.082908.GLN.006,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.006-100X,,,450.0915341,317.8718946,,,,,,,,,,132.2196394,,
ST.WTL.082908.GLN.007,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.007-100X,,,523.871168,344.9991358,,,,,,,,,,178.8720322,,
ST.WTL.082908.GLN.008,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.008-100X,,,589.7686428,274.4043231,234.2975863,,,,,,,,,81.06673345,,
ST.WTL.082908.GLN.009,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.009-100X,,,555.6132077,295.4896103,195.3407572,,,,,,,,,64.78284027,,
ST.WTL.082908.GLN.010,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.082908.GLN.010-100X,,,582.7161103,267.3976459,209.9636333,,,,,,,,,105.3548312,,
ST.WTL.082912.GLN.001,3,3,,,,3,2009,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912001,,,655.8,248.8,278.4,57.2,,,,,,,,71.4,,
ST.WTL.082912.GLN.002,3,3,,,,3,2009,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912002,,,576.7,263.9,109,124,,,,,,,,79.8,,
ST.WTL.082912.GLN.003,3,3,,,,3,2009,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912003,,,854.8,316.7,183.8,245.7,,,,,,,,108.6,,
ST.WTL.082912.GLN.004,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W82912004,,,595.2373242,394.6183316,,,,,,,,,,200.6189926,,
ST.WTL.082912.GLN.005,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912005,,,493.3,329,,,,,,,,,,164.3,,
ST.WTL.082912.GLN.006,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912006,,,540.4,319.7,,,,,,,,,,220.7,,
ST.WTL.082912.GLN.007,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912007,,,494.1,293,115.9,,,,,,,,,85.2,,
ST.WTL.082912.GLN.008,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912008,,,690.8,383.6,224.5,,,,,,,,,82.7,,
ST.WTL.082912.GLN.009,3,3,3,3,,3,2009,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W82912009,,,660.0177134,199.0424685,214.3466266,167.2637103,,,,,,,,79.36490802,,
ST.WTL.082912.GLN.010,3,3,,,,3,2009,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912010,,,656.1,317.4,176.2,96.9,,,,,,,,65.6,,
ST.WTL.082912.GLN.011,4,4,,,,4,2008,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912011,,,750.5,311.3,191.7,103.5,76.3,,,,,,,67.7,,
ST.WTL.082912.GLN.012,5,5,,,,5,2007,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W82912012,,,858.6875115,360.2360211,215.214306,106.7173704,81.15166964,54.19809306,,,,,,41.17005128,,
ST.WTL.082912.GLN.013,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W82912013,,,622.5,359.5,170.1,,,,,,,,,92.9,,
ST.WTL.090613.GLN.001,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W90613001,,,493.9,328.6,,,,,,,,,,165.3,,
ST.WTL.090613.GLN.002,1,1,,,,1,2012,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90613002,,,622.1,381.2,,,,,,,,,,240.9,,
ST.WTL.090613.GLN.003,3,3,,,,3,2010,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W90613003,,,670.1,231.7,139.4,182.6,,,,,,,,116.4,,
ST.WTL.090613.GLN.004,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W90613004,,,529.3,349.2,,,,,,,,,,180.1,,
ST.WTL.090613.GLN.006,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,W90613006,,,603.7,360.5,,,,,,,,,,243.2,,
ST.WTL.090914.GLN.001,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914001,,,581.4,360.2,,,,,,,,,,221.2,,
ST.WTL.090914.GLN.002,3,3,,,,3,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914002,,,834.5,300,277.9,163.5,,,,,,,,93.1,,
ST.WTL.090914.GLN.003,2,2,,,,2,2012,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914003,,,530.8,294.7,103.3,,,,,,,,,132.8,,
ST.WTL.090914.GLN.004,1,1,3,3,,3,2011,KJJ,EAB,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Fish was too big to be age 1 so aged oto2
ST.WTL.090914.GLN.005,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914005,,,522.2,347.4,,,,,,,,,,174.8,,
ST.WTL.090914.GLN.006,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914006,,,612.7,377.6,,,,,,,,,,235.1,,
ST.WTL.090914.GLN.007,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914007,,,465.1,313.3,,,,,,,,,,151.8,,
ST.WTL.090914.GLN.008,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914008,,,576.2,343.6,,,,,,,,,,232.6,,
ST.WTL.090914.GLN.009,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,W90914009,,,483.9,321.9,,,,,,,,,,162,,
ST.WTL.101212.TPN.002,5,5,,,,5,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101212.TPN.004,3,3,,,,3,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101212.TPN.013,2,2,,,,2,2010,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101212.TPN.016,1,1,,,,1,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.001,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.002,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.003,4,4,,,,4,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.004,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.005,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.006,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.007,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.008,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.009,3,3,,,,3,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.010,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.011,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.012,5,5,,,,5,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.013,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.014,3,3,,,,3,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Third annulus faint
ST.WTL.101218.TPN.015,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.016,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.017,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Second annulus faint
ST.WTL.101218.TPN.019,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101218.TPN.020,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.001,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.002,4,4,,,,4,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.003,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.004,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.005,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.006,2,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.007,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.008,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.009,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.010,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.011,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.012,4,4,,,,4,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.013,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.014,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.015,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.016,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.017,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.018,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.019,6,6,,,,6,2011,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.020,4,4,,,,4,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101317.TPN.021,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.WTL.101410.TPN.001,3,3,3,3,,3,2007,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T001OTO2,,,819.9956968,258.8826116,150.6588406,207.0034002,,,,,,,,203.4508445,,
ST.WTL.101410.TPN.002,4,4,,,,4,2006,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T002,,,725.0506111,258.4343653,230.7237792,70.13995064,82.47976372,,,,,,,83.27275217,,
ST.WTL.101410.TPN.003,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T003,,,484.2046155,288.3136485,,,,,,,,,,195.8909669,,
ST.WTL.101410.TPN.004,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T004,,,492.3855179,309.6738071,,,,,,,,,,182.7117108,,
ST.WTL.101410.TPN.005,2,2,2,2,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T005OTO2,,,694.5853477,288.3136485,271.4864825,,,,,,,,,134.7852167,,
ST.WTL.101410.TPN.006,2,2,,,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T006,,,446.3180234,214.4907433,111.5937682,,,,,,,,,120.2335119,,
ST.WTL.101410.TPN.007,2,2,,,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T007,,,612.0167497,310.3315067,193.6326206,,,,,,,,,108.0526225,,
ST.WTL.101410.TPN.008,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T008,,,483.0383601,315.4879691,,,,,,,,,,167.550391,,
ST.WTL.101410.TPN.009,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T009,,,515.6560207,368.0183602,,,,,,,,,,147.6376605,,
ST.WTL.101410.TPN.010,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T010,,,574.0250236,339.3966116,,,,,,,,,,234.628412,,
ST.WTL.101410.TPN.011,4,4,,,,4,2006,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T011,,,890.191882,386.5733119,220.9055553,120.8349769,86.4047713,,,,,,,75.47326659,,
ST.WTL.101410.TPN.012,4,4,,,,4,2006,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T012,,,825.6330053,339.7397237,240.4075292,108.4976088,67.13670045,,,,,,,69.85144303,,
ST.WTL.101410.TPN.013,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T013,,,466.8966034,264.6144593,,,,,,,,,,202.2821441,,
ST.WTL.101410.TPN.014,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T014,,,467.9903244,306.1595561,,,,,,,,,,161.8307683,,
ST.WTL.101410.TPN.015,3,3,,,,3,2007,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T015,,,681.2430929,282.6698201,171.670997,131.7672966,,,,,,,,95.13497919,,
ST.WTL.101410.TPN.016,2,2,,,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T016,,,574.9109212,263.1165017,202.0017865,,,,,,,,,109.7926331,,
ST.WTL.101410.TPN.017,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T017,,,441.1069565,261.624249,,,,,,,,,,179.4827075,,
ST.WTL.101410.TPN.018,1,1,,,,1,2009,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T018,,,477.366007,309.5866028,,,,,,,,,,167.7794041,,
ST.WTL.101410.TPN.019,3,3,,,,3,2007,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T019,,,694.9871394,300.1701706,228.574642,84.2010295,,,,,,,,82.04129734,,
ST.WTL.101410.TPN.020,3,3,,,,3,2007,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T020,,,743.2624507,275.3316208,264.1303533,116.2954644,,,,,,,,87.50501221,,
ST.WTL.101410.TPN.021,2,2,,,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T021,,,585.1553866,297.2060401,183.9301257,,,,,,,,,104.0192208,,
ST.WTL.101410.TPN.022,2,2,,,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T022,,,483.2421084,216.9047534,173.1632497,,,,,,,,,93.17410538,,
ST.WTL.101410.TPN.023,3,3,2,2,,,,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014G023OTO2,,,,,,,,,,,,,,,,OTO1 AND OTO2 ARE NOT IN AGREEMENT
ST.WTL.101410.TPN.024,2,2,,,,2,2008,BEN KISSINGER,KURT JIRKA,OTOLITH,TRANSVERSE,TRANSVERSE,W1014T024,,,620.7477726,343.2058901,176.4044779,,,,,,,,,101.1374046,,
ST.WTL.101410.TPN.025,1,1,,,,1,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101410.TPN.027,1,1,,,,1,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101509.TPN.001,,,1,1,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.001.OTO2-100X,,W1015T001 (2009 FISH BC MEAS),538.255981,330.533624,,,,,,,,,,207.722357,,OTO 1 sanded too far to age; BC on OTO 2
ST.WTL.101509.TPN.002,1,1,0,0,,0,2009,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.002.OTO2-100X,,,278.9909271,,,,,,,,,,,,,"OTO 1 difficult to interpret, so mounted OTO 2"
ST.WTL.101509.TPN.003,0,0,,,,0,2009,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.003-100X,,,244.5519438,,,,,,,,,,,,,
ST.WTL.101509.TPN.004,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.004-100X,,W1015T004 (2009 FISH BC MEAS),474.4793977,280.0164924,,,,,,,,,,194.4629053,,
ST.WTL.101509.TPN.006,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.006-100X,,W1015T006 (2009 FISH BC MEAS),511.6770445,336.5698083,,,,,,,,,,175.1072362,,
ST.WTL.101509.TPN.007,,,,,,,,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,ST.WTL.101509.TPN.007.OTO2-100X,,W1015T007 (2009),,,,,,,,,,,,,,Could not produce good mount of either OTO; did not use
ST.WTL.101509.TPN.008,1,0,0,0,,0,2009,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,ST.WTL.101509.TPN.008.OTO2-100X,,W1015T008 (2009 FISH BC MEAS),255.8510292,,,,,,,,,,,,,"OTO 1 difficult to interpret, so mounted OTO 2"
ST.WTL.101509.TPN.012,2,2,,,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.012-100X,,W1015T012 (2009 FISH BC MEAS),626.0600943,346.2622939,192.9642221,,,,,,,,,86.83357833,,
ST.WTL.101509.TPN.014,4,4,,,,4,2005,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.014-100X,,W1015T014 (2009 FISH BC MEAS),792.797717,329.1728739,226.0310205,81.7057518,71.17280301,,,,,,,84.71526783,,
ST.WTL.101509.TPN.015,2,2,,,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.015-100X,,W1015T015 (2009 FISH BC MEAS),664.6728068,324.7990344,194.3785731,,,,,,,,,145.4951993,,
ST.WTL.101509.TPN.016,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Reverse view
ST.WTL.101509.TPN.018,3,3,,,,3,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.018-100X,,W1015T018 (2009 FISH BC MEAS),578.4695759,270.7992689,173.0218009,81.04824651,,,,,,,,53.6002596,,
ST.WTL.101509.TPN.019,3,3,,,,3,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.019-100X,,W1015T019 (2009 FISH BC MEAS),584.9388562,225.3406399,183.1609612,101.1679082,,,,,,,,75.2693468,,
ST.WTL.101509.TPN.020,2,2,,,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.020-100X,,W1015T020 (2009 FISH BC MEAS),506.4770353,267.92983,155.9738324,,,,,,,,,82.5733729,,
ST.WTL.101509.TPN.021,,,,,,,,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,OTO 1 broken and missing complete compliment of annuli; no OTO 2
ST.WTL.101509.TPN.024,,,2,2,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.024.OTO2-100X,,W1015T024 (2009 FISH BC MEAS),691.3032002,437.3339226,136.823991,,,,,,,,,117.1452866,,OTO 1 poorly formed; BC on OTO 2
ST.WTL.101509.TPN.025,4,4,,,,4,2005,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.025-40X,,W1015T025 (2009 FISH BC MEAS),771.1462624,267.4722292,161.4669917,156.5521397,118.7872717,,,,,,,66.86762993,,
ST.WTL.101509.TPN.027,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.027-100X,,W1015T027 (2009 FISH BC MEAS),455.8198266,311.2865861,,,,,,,,,,144.5332404,,
ST.WTL.101509.TPN.028,2,2,,,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101509.TPN.028-100X,,W1015T028 (2009 FISH BC MEAS),454.3404397,205.1680919,153.4331462,,,,,,,,,95.73920154,,
ST.WTL.101509.TPN.030,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.WTL.101608.TPN.001,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101608.TPN.001-100X,,,558.1892127,338.8428965,,,,,,,,,,219.3463162,,
ST.WTL.101608.TPN.002,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101608.TPN.002-100X,,,656.6192006,306.7244913,231.1632058,,,,,,,,,118.7315036,,
ST.WTL.101608.TPN.003,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101608.TPN.003-100X,,,484.1238655,295.1883768,,,,,,,,,,188.9354888,,
ST.WTL.101608.TPN.004,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101608.TPN.004-100X,,,524.2066166,311.4881429,,,,,,,,,,212.7184737,,
ST.WTL.101608.TPN.005,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.WTL.101608.TPN.005-100X,,,654.3648876,271.6272606,250.2992935,,,,,,,,,132.4383336,,
