FISH_N,STRUCT_1_AGE_READER_1,STRUCT_1_AGE_READER_2,STRUCT_2_AGE_READER_1,STRUCT_2_AGE_READER_2,REAL_AGE,FINAL_AGE,YEAR_CLASS_FINAL_AGE,READER_1,READER_2,STRUCTURE,SECTION,MEASUREMENT_AXIS,PICTURE_ID1,PICTURE_ID2,PICTURE_ID3,F-E,F-A1,A1-A2,A2-A3,A3-A4,A4-A5,A5-A6,A6-A7,A7-A8,A8-A9,A9-A10,LA-E,CLEAR_ZONE,COMMENTS
ST.PRL.050707.GLN.004,1,1,,,,1,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.050707.GLN.005,1,1,,,,1,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Might want to mount OTO2 to verify
ST.PRL.050707.GLN.027,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Annulus forming at edge
ST.PRL.050709.GLN.003,2,2,2,2,,2,2005,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.003.OTO2-100X,,P0507G003 (2009 FISH BC MEAS),641.2834857,378.0219431,223.7283226,,,,,,,,,39.53321991,,
ST.PRL.050709.GLN.004,2,2,,,,2,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.004-100X,,P0507G004 (2009 FISH BC MEAS),589.8637137,349.5934157,198.0477385,,,,,,,,,42.22255946,,
ST.PRL.050709.GLN.005,3,3,,,,3,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.005-100X,,P0507G005 (2009 FISH BC MEAS),704.3696883,259.565934,263.4309216,162.9362416,,,,,,,,18.43659111,,
ST.PRL.050709.GLN.006,3,3,,,,3,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.006-40X,ST.PRL.050709.GLN.006-100X,P0507G006 (2009 FISH BC MEAS),927.3017949,508.9923304,229.1791215,149.0815647,,,,,,,,40.04877838,,
ST.PRL.050709.GLN.007,4,4,,,,4,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.007-100X,,P0507G007 (2009 FISH BC MEAS),746.9788895,274.3047726,215.8146748,139.0695145,106.3943605,,,,,,,11.39556713,,
ST.PRL.050709.GLN.008,1,1,,,,1,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.008-100X,,P0507G008 (2009 FISH BC MEAS),449.5134933,328.2287821,,,,,,,,,,121.2847112,,
ST.PRL.050709.GLN.009,,,2,2,,2,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.009.OTO2-100X,,P0507G009 (2009 FISH BC MEAS),591.6275431,334.422196,224.4208472,,,,,,,,,32.78449991,,
ST.PRL.050709.GLN.010,,,3,3,,3,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.010.OTO2,ST.PRL.050709.GLN.010.OTO2-100X,P0507G010 (2009 FISH BC MEAS),582.0896552,285.0333333,170.6068966,98.01494253,,,,,,,,28.43448276,,
ST.PRL.050709.GLN.011,2,2,,,,2,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.011-100X,,P0507G011 (2009 FISH BC MEAS),689.1219979,391.9389001,257.000234,,,,,,,,,40.18286372,,
ST.PRL.050709.GLN.013,3,,3,3,,3,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.013.OTO2-100X,,P0507G013 (2009 FISH BC MEAS),777.8709177,405.5578356,206.1679288,146.8195007,,,,,,,,19.32565261,,
ST.PRL.050709.GLN.015,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,ST.PRL.050709.GLN.015.OTO2-100X,,P0507G015OTO2 (2009),,,,,,,,,,,,,,Mounts of both OTOs too poor for BC
ST.PRL.050709.GLN.016,3,3,,,,3,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.050709.GLN.016.OTO2-100X,,P0507G016 (2009 FISH BC MEAS),710.4544709,362.4183422,208.5256569,134.9636798,,,,,,,,4.546791978,,
ST.PRL.050709.GLN.017,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.050813.GLN.002,1,1,,,,1,2012,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.050813.GLN.003,1,1,,,,1,2012,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.051110.GLN.001,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0511G001,,,657.9505853,378.2400057,241.0750087,,,,,,,,,38.63557087,,
ST.PRL.051110.GLN.002,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0511G002,,,671.1510313,426.2561491,192.2732118,,,,,,,,,52.62167035,,
ST.PRL.051110.GLN.003,3,3,,,,3,2007,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0511G003,,,756.4368168,328.5246014,197.094712,121.8863182,,,,,,,,108.9311852,,
ST.PRL.051110.GLN.004,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0511G004,,,573.6330118,336.2711124,213.0962898,,,,,,,,,24.26560957,,
ST.PRL.051110.GLN.006,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0511G006(wrong label on picture),,,559.7732363,430.8339663,,,,,,,,,,128.93927,,
ST.PRL.051810.GLN.002,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0518G002,,,702.3709784,399.6498789,245.4376677,,,,,,,,,57.28343184,,
ST.PRL.051810.GLN.004,1,1,,,,1,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.051810.GLN.006,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0518G006,,,651.1698413,403.8454642,190.2455086,,,,,,,,,57.07886853,,
ST.PRL.051810.GLN.010,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0518G010,,,762.0113708,453.1101773,260.2216456,,,,,,,,,48.67954791,,
ST.PRL.051810.GLN.012,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0518G012,,,650.9171934,300.8221652,274.8915244,,,,,,,,,75.20350382,,
ST.PRL.051810.GLN.013,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0518G013,,,656.6327412,382.2465126,219.7661947,,,,,,,,,54.62003384,,
ST.PRL.051810.GLN.015,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0518G015,,,604.7853145,314.408103,240.5672679,,,,,,,,,49.80994357,,
ST.PRL.060809.GLN.002,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.060809.GLN.002-100X,,P0608G002 (2009 FISH BC MEAS),425.2894263,333.5652951,,,,,,,,,,91.72413123,,
ST.PRL.060809.GLN.003,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.060809.GLN.003-100X,,P0608G003 (2009 FISH BC MEAS),495.8912003,411.9585067,,,,,,,,,,83.93269361,,
ST.PRL.060809.GLN.004,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.060809.GLN.004-100X,,P0608G004 (2009 FISH BC MEAS),393.0845316,292.6949095,,,,,,,,,,100.3896221,,
ST.PRL.060809.GLN.005,1,1,,,,1,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.060809.GLN.005-100X,,P0608G005 (2009 FISH BC MEAS),324.0729199,243.4970766,,,,,,,,,,80.57584326,,
ST.PRL.060809.GLN.007,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.060809.GLN.007-100X,,P0608G007 (2009 FISH BC MEAS),482.0335617,367.4025181,,,,,,,,,,114.6310436,,
ST.PRL.070108.GLN.001,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.001-100X,,,697.6187033,400.1174599,236.6686537,,,,,,,,,60.83258966,,
ST.PRL.070108.GLN.002,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.002-100X,,,507.2246659,423.4182595,,,,,,,,,,83.80640633,,
ST.PRL.070108.GLN.003,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.003-100X,,,602.7463748,333.8542016,209.4034942,,,,,,,,,59.48867905,,
ST.PRL.070108.GLN.004,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.004-100X,,,436.8347907,342.7621067,,,,,,,,,,94.07268405,,
ST.PRL.070108.GLN.005,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.005-100X,,,534.7102832,299.4306898,174.0755765,,,,,,,,,61.20401692,,
ST.PRL.070108.GLN.006,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.006-100X,,,454.5818181,363.0498658,,,,,,,,,,91.53195227,,
ST.PRL.070108.GLN.007,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.007-100X,,,546.6305233,429.0972519,,,,,,,,,,117.5332715,,
ST.PRL.070108.GLN.008,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.008-100X,,,642.8273622,370.9133301,201.0363279,,,,,,,,,70.87770414,,
ST.PRL.070108.GLN.009,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.009-100X,,,455.2170892,359.9426457,,,,,,,,,,95.27444348,,
ST.PRL.070108.GLN.010,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.010-100X,,,500.6426785,392.4931482,,,,,,,,,,108.1495303,,
ST.PRL.070108.GLN.011,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.011-100X,,,514.2461579,406.0585324,,,,,,,,,,108.1876254,,
ST.PRL.070108.GLN.012,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.GLN.012-100X,,,471.9182648,384.4571977,,,,,,,,,,87.46106716,,
ST.PRL.070108.RANG.001,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.RANG.001-100X,,,438.7021563,344.9430513,,,,,,,,,,93.75910491,,
ST.PRL.070108.RANG.002,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.RANG.002-100X,,,620.5403156,380.8783743,178.1566908,,,,,,,,,61.50525042,,
ST.PRL.070108.RANG.003,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.RANG.003-100X,,,572.2907503,324.3582915,171.2988667,,,,,,,,,76.63359212,,
ST.PRL.070108.RANG.004,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.RANG.004-100X,,,529.3868452,282.5291622,193.7188934,,,,,,,,,53.13878963,,
ST.PRL.070108.RANG.005,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070108.RANG.005-40X,,,791.1204522,463.5317008,244.5200437,,,,,,,,,83.06870768,,
ST.PRL.070109.GLN.003,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.070109.GLN.004,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070109.GLN.004-100X,,P0701G004 (2009 FISH BC MEAS),458.3333549,337.3116458,,,,,,,,,,121.0217091,,
ST.PRL.070109.GLN.006,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070109.GLN.006-100X,,P0701G006 (2009 FISH BC MEAS),486.3059167,382.8131556,,,,,,,,,,103.4927611,,
ST.PRL.070109.GLN.007,3,3,,,,3,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070109.GLN.007-100X,,P0701G007 (2009 FISH BC MEAS),682.323965,296.7399964,252.7536075,93.38647611,,,,,,,,39.44388495,,
ST.PRL.070109.GLN.008,1,1,,,,1,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070109.GLN.008-100X,,P0701G008 (2009 FISH BC MEAS),473.4223865,345.9321119,,,,,,,,,,127.4902747,,
ST.PRL.070109.GLN.009,1,1,,,,1,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.070109.GLN.009-100X,,P0701G009 (2009 FISH BC MEAS),531.3857654,417.4343822,,,,,,,,,,113.9513832,,
ST.PRL.070810.GLN.001,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0708G001,,,474.339937,368.7241443,,,,,,,,,,105.6157926,,
ST.PRL.070810.GLN.003,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0708G003,,,470.8917004,328.6199556,,,,,,,,,,142.2717448,,
ST.PRL.070810.GLN.004,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0708G004,,,608.1528667,310.0813037,201.8559027,,,,,,,,,96.21566026,,
ST.PRL.070810.GLN.006,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0708G006,,,481.3879987,346.8252752,,,,,,,,,,134.5627235,,
ST.PRL.070810.GLN.010,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0708G010,,,463.8794984,334.0331409,,,,,,,,,,129.8463575,,
ST.PRL.070810.GLN.011,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0708G011,,,593.6948861,413.9929454,,,,,,,,,,179.7019407,,
ST.PRL.070914.GLN.001,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P70914001,,,559.8,424.7,,,,,,,,,,135.1,,
ST.PRL.070914.GLN.002,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P70914002,,,504.1,355.9,,,,,,,,,,148.2,,
ST.PRL.070914.GLN.004,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P70914004,,,570.4,445.8,,,,,,,,,,124.6,,
ST.PRL.070914.GLN.005,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P70914005,,,626.2,456.1,,,,,,,,,,170.1,,
ST.PRL.070914.GLN.006,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P70914006,,,543.3,455.3,,,,,,,,,,88,,
ST.PRL.071812.GLN.001,2,2,,,,2,2010,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812001,,,637.5007132,359.1519359,199.5477581,,,,,,,,,78.80101921,,
ST.PRL.071812.GLN.002,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P71812002,,,613.7,381,158.4,,,,,,,,,74.3,,
ST.PRL.071812.GLN.003,3,3,,,,3,2009,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812003,,,640.7786703,251.417818,208.5730632,138.8410414,,,,,,,,41.94674772,,"Third annulus not well defined, more evident on side light."
ST.PRL.071812.GLN.004,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812004,,,614.5791729,482.1012851,,,,,,,,,,132.4778878,,
ST.PRL.071812.GLN.005,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P71812005,,,530,390.2,,,,,,,,,,139.8,,
ST.PRL.071812.GLN.006,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P71812006,,,508.8,376,,,,,,,,,,132.8,,
ST.PRL.071812.GLN.007,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812007,,,646.8986887,469.3086682,,,,,,,,,,177.5900205,,
ST.PRL.071812.GLN.008,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812008,,,570.3342056,409.89062,,,,,,,,,,160.4435857,,
ST.PRL.071812.GLN.009,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812009,,,493.9203328,348.7469794,,,,,,,,,,145.1733534,,
ST.PRL.071812.GLN.010,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P71812010,,,568.2,423,,,,,,,,,,145.2,,
ST.PRL.071812.GLN.011,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P71812011,,,472.8657425,350.020227,,,,,,,,,,122.8455155,,
ST.PRL.072513.GLN.001,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P72513001,,,548.6,421.6,,,,,,,,,,127,,
ST.PRL.072513.GLN.002,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P72513002,,,515.5,334.9,,,,,,,,,,180.6,,
ST.PRL.072513.GLN.003,1,1,,,,1,2012,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P72513003,,,512.2,327.8,,,,,,,,,,184.4,,
ST.PRL.072713.RANG.001,2,2,,,,2,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P72713001,,,661.4451694,376.6766954,174.8769802,,,,,,,,,109.8914938,,
ST.PRL.073008.GLN.001,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.001-100X,,,626.1247756,373.1436573,178.5062487,,,,,,,,,74.47486958,,
ST.PRL.073008.GLN.002,5,5,,,,5,2003,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.002-40X,,,775.7535046,294.6598203,213.1483329,117.8771594,69.29375483,49.71569705,,,,,,31.05874011,,
ST.PRL.073008.GLN.003,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.003-100X,,,667.1380348,385.0198059,207.6691088,,,,,,,,,74.44912011,,
ST.PRL.073008.GLN.004,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.004-100X,,,652.9310302,308.5848022,277.48403,,,,,,,,,66.86219802,,
ST.PRL.073008.GLN.005,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.005-100X,,,600.512873,427.6312958,,,,,,,,,,172.8815771,,
ST.PRL.073008.GLN.006,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.006-100X,,,567.9348574,414.9191714,,,,,,,,,,153.015686,,
ST.PRL.073008.GLN.007,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.007-100X,,,452.829796,333.4690177,,,,,,,,,,119.3607783,,
ST.PRL.073008.GLN.008,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.008-100X,,,553.4304994,403.8617148,,,,,,,,,,149.5687846,,
ST.PRL.073008.GLN.009,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.009-100X,,,529.4224712,402.958367,,,,,,,,,,126.4641042,,
ST.PRL.073008.GLN.010,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.010-100X,,,561.9599225,387.238493,,,,,,,,,,174.7214296,,
ST.PRL.073008.GLN.011,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.011-100X,,,476.7189534,364.7609709,,,,,,,,,,111.9579825,,
ST.PRL.073008.GLN.012,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.012-100X,,,472.160592,365.5292221,,,,,,,,,,106.6313699,,
ST.PRL.073008.GLN.013,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.013-100X,,,494.0846769,331.0115308,,,,,,,,,,163.0731461,,
ST.PRL.073008.GLN.014,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Focus hard to see did not back-calculate
ST.PRL.073008.GLN.015,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.015-100X,,,515.605236,381.4744922,,,,,,,,,,134.1307438,,
ST.PRL.073008.GLN.016,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.016-100X,,,496.7023044,360.9190091,,,,,,,,,,135.7832953,,
ST.PRL.073008.GLN.017,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.073008.GLN.017-100X,,,533.795648,365.9119368,,,,,,,,,,167.8837112,,
ST.PRL.080509.GLN.002,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.080509.GLN.003,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.080509.GLN.003-100X,,P0805G003 (2009 FISH BC MEAS),462.462774,354.8920507,,,,,,,,,,107.5707233,,
ST.PRL.080509.GLN.006,1,1,,,,1,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.080910.GLN.002,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G002,,,457.1998135,312.2141411,,,,,,,,,,144.9856724,,
ST.PRL.080910.GLN.003,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G003,,,807.4244257,408.9204273,242.0424057,,,,,,,,,156.4615926,,
ST.PRL.080910.GLN.005,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G005,,,622.4095439,402.4664956,,,,,,,,,,219.9430483,,
ST.PRL.080910.GLN.007,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G007,,,566.9785918,415.9432243,,,,,,,,,,151.0353674,,
ST.PRL.080910.GLN.008,1,1,,,,1,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.080910.GLN.009,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G009,,,508.2925565,311.2907537,,,,,,,,,,197.0018028,,
ST.PRL.080910.GLN.010,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G010,,,553.4790433,328.2654335,,,,,,,,,,225.2136097,,
