ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF, Volume(m3),Littoral Area (ha),Elevation (m), Watershed,Quad
3,,,,,,,,,,,,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57576,5.9,530,Oswegatchie,Five Ponds
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22187,1.6,545,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119771,3.2,563,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,557066,21.1,541,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,203136,2.4,591,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29743,4.9,588,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107683,5.7,607,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24963,1.3,558,Oswegatchie,Five Ponds 
6,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97366,2.5,532,Oswegatchie,Five Ponds 
30,,,,,,,31,,10,52,,,16,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92031,4.9,502,Oswegatchie,Wolf Mtn. 
,,,,,,,,,53,,366,,46,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157820,22.7,533,Oswegatchie,Wolf Mtn.
49,,,,,,,,,22,23,1,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178114,4,515,Oswegatchie,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15573,1.2,541,Oswegatchie,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,161836,3.2,541,Oswegatchie,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,104559,3.5,564,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,592722,14.3,611,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,257924,9,611,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77678,2.3,619,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40219,4.4,613,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81183,9.7,582,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3257,0.7,607,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,156036,5.6,637,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1287610,23.8,624,Oswegatchie,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10145,1.6,669,Oswegatchie,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163986,5.8,590,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87300,5.4,564,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1354381,13.5,619,Oswegatchie,Five Ponds 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5434,0.7,612,Oswegatchie,Five Ponds 
2,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55152,6.3,552,Oswegatchie,Wolf Mtn. 
32,,,,,,,,,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15856,1.3,521,Oswegatchie,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28745,0.4,549,Oswegatchie,Wolf Mtn. 
53,,,,,,,,,10,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077843,12.4,534,Oswegatchie,Wolf Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7216,0.7,378,Black,Crystal Dale 
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59778,5.5,431,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8255,1.1,443,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76702,1.9,411,Black,Stillwater 
,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62588,2,408,Black,Stillwater 
,,,,,1,,4,,,26,,,1,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246270,13.6,294,Black,Belfort
,,,,,5,,21,,,47,,,92,16,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101006,20,326,Black,Belfort 
,,,,,7,,1,,,57,,,16,4,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6143442,28.2,354,Black,Belfort 
,,,,,,,44,,6,6,97,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64319,6.3,378,Black,Stillwater 
,,,,,2,,60,,,30,,,42,18,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659486,9.4,392,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62264,4.8,456,Black,Stillwater 
9,,,,,,,24,,,,367,,25,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,44410,1.5,384,Black,Stillwater 
,,,,,2,,87,,,50,,,45,43,,58,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,8935709,33.2,392,Black,Stillwater 
,,,,,,,95,,,11,,,19,12,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40470,0.9,395,Black,Stillwater 
,,,,,1,,42,,,14,,,16,13,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40503,0.5,395,Black,Stillwater 
,,,,,,,,,,,,,53,36,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794842,16.7,498,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14096,1.5,456,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125478,1.3,510,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22480,1,457,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16175,2.4,494,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21074,0.2,500,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21048,0.9,515,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,195139,8.4,568,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49744,4.4,500,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37849,5.4,488,Black,Stillwater 
2,11,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73873,1.9,570,Black,Stillwater 
,,,,,12,,29,,,50,,,51,12,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310665,65.1,435,Black,Stillwater
,,,,,6,,4,,,26,,,114,6,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306831,18.1,435,Black,Number Four 
,,,,,22,,,101,,,,,52,32,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727127,25.5,440,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4745,0.1,442,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31842,0.5,436,Black,Number Four 
5,,,,,,,60,,10,33,218,,23,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93463,16.4,448,Black,Number Four
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48596,8.5,469,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8555,2.1,481,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14458,0.7,521,Black,Stillwater
11,,,,,,,89,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733,0.5,500,Black,Number Four 
,,,,,,,1,,,38,,,3,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195987,4.1,503,Black,Number Four 
,,,,,,,2,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11754,1,512,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72134,1,512,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9061,1.6,500,Black,Number Four 
,,,,,,,8,,,126,,,92,6,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6646628,46.7,500,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80274,2.4,582,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21283,2.8,591,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89146,8.8,594,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1912245,7.2,589,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32970,0.5,600,Black,Stillwater 
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231149,3.1,567,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9822,0.8,564,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,371594,12.9,567,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,135332,2.9,594,Black,Stillwater 
,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212873,2.6,587,Black,Stillwater 
,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64338,2,588,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3931975,13.8,587,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40800,3.7,625,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1473271,9.8,610,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124864,4.7,611,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1173683,5.4,613,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57789,0.7,612,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,452178,9.7,532,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,626295,5.2,645,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,411369,2.4,550,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7093,0.7,582,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66476,5.7,588,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90865,2.4,591,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,291975,4.4,645,Black,Stillwater 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24899,2.4,623,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,127858,7.7,625,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,355051,20.6,621,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25606,1.8,606,Black,Beaver River 
12,,,,,,,,,,,,,97,3,,70,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3221610,11.3,525,Black,Beaver River 
,,,,,,,21,,,,,,7,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56605,6.7,532,Black,Beaver River 
,,,,,,,2,,,,,,325,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56651,5.2,526,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,142774,4.2,586,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,166396,2.8,600,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7777,1.2,611,Black,Beaver River 
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462383,6.9,613,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58568,1.4,648,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,247012,1.7,630,Black,Beaver River 
2,,,,,,,13,,,2,,,86,6,,416,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449278,14.4,533,Black,Beaver River 
1,,,,,,,33,3,,150,,,4,5,,92,,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3669648,13,563,Black,Beaver River 
,,,,,,,1,,,,,,13,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222419,10.5,526,Black,Beaver River
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43973,4,591,Black,Beaver River 
6,,,,,,,10,,,,,,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67170,8.8,515,Black,Beaver River 
,,,,,,,,,,,,,,6,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054856,19.5,514,Black,Beaver River 
,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44099,2.8,561,Black,Beaver River 
1,,,,,,,40,,3,2,1,,34,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23179,3.2,530,Black,Wolf Mtn. 
7,,,,,,,90,,87,11,1,,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7251,1.5,533,Black,Wolf Mtn. 
2,,,,,,,154,,10,6,,,35,9,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95865,4,533,Black,Wolf Mtn. 
,,,,,,,384,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102947,10.9,569,Black,Little Tupper Lake 
,,,,,,,43,,77,4,,,42,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48532,6.8,529,Black,Forked Lake 
5,,,,,,,74,6,40,56,,,58,7,,56,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263354,12.5,529,Black,Forked Lake 
40,,,,,,,47,,,69,,,102,132,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,8,,,,,,,,,,,10919650,29.2,550,Black,Forked Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6185,1.1,625,Black,Forked Lake 
18,,,,,,,,,392,116,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523852,7.2,592,Black,Forked Lake 
12,,,,,,,,,,42,46,,37,18,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552705,9.6,601,Black,Beaver River 
42,,,,,,,,,56,129,,,,62,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,561777,22.7,580,Black,Forked Lake 
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556178,10.9,567,Black,Forked Lake 
4,,,,,,,139,,10,16,,,46,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47111,4,543,Black,Forked Lake 
20,,,,,,,109,,5,50,,,28,40,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851530,16.2,579,Black,Beaver River 
14,,,,,,,46,,1,,,,72,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71176,6.5,596,Black,Beaver River 
3,,,,,,,79,,6,129,,,34,89,,78,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366873,16.3,543,Black,Beaver River 
23,,,,,,,55,,,14,,,36,29,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489969,7,543,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10925,0.8,576,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354752,23.7,618,Black,Beaver River 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,306946,6,649,Black,Eagle Bay 
2,,,,,,,,,,9,,,,,,,,,,,,,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193101,2.6,668,Black,Eagle Bay 
,,,,,,,3,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105857,10.1,531,Black,Beaver River 
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49177,5.2,581,Black,Eagle Bay 
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26095,2.4,588,Black,Eagle Bay 
13,,,,,,,,,,,37,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338142,3.8,615,Black,Eagle Bay 
3,,,,,,,8,,,,,,21,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219469,3.8,588,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1197712,7.2,641,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64329,1.2,681,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,315795,13.1,624,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39588,2.9,643,Black,Eagle Bay 
44,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822596,28.3,625,Black,Eagle Bay 
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56304,2.8,654,Black,Eagle Bay 
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57170,2.3,626,Black,Eagle Bay 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83264,9,628,Black,Eagle Bay 
,,,,,,,,,,1,,,,,41,6,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026267,8.2,378,Black,Crystal Dale 
,,,,,12,,,,,32,,,7,9,15,3,,44,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,2265169,16.9,379,Black,Crystal Dale 
,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80408,1.8,383,Black,Crystal Dale 
,,,,,6,,4,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180120,7.1,382,Black,Crystal Dale 
,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310108,2.1,385,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49142,0.5,396,Black,Crystal Dale 
,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57912,0.6,383,Black,Crystal Dale 
4,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152052,2.5,396,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28421,0.3,387,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28173,0.4,387,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28127,0.7,387,Black,Crystal Dale 
,,,,4,,,22,,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23347,2.4,407,Black,Number Four 
,,,,7,,,299,,,1,,,73,3,1,18,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675046,15,407,Black,Number Four 
,,,,,,,,,,,,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49173,0.9,383,Black,Crystal Dale 
26,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172127,1.7,377,Black,Crystal Dale 
36,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218871,3.5,375,Black,Crystal Dale 
,,,,,,,,,,1,,,46,20,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271921,12.2,396,Black,Crystal Dale 
,,,,,,,,,,,,,2,56,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182418,4.1,389,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711,0.8,357,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44129,0.4,381,Black,Crystal Dale 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13558,0.6,442,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131304,5.8,495,Black,Number Four
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27563,0.6,472,Black,Number Four 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41322,5.3,460,Black,Number Four 
,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96975,9.1,523,Black,Number Four 
