LONG ,LAT ,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
74.92267778,43.84867778,5.57,0.14,15.7,0.27,,0.006,2.3,1.59,0.6,0.019,6.13
74.96629167,43.89534167,4.6,0,-37.6,0.44,6.7,0.019,1.2,0.8,0.48,0.292,4.5
74.96823611,43.85978889,4.14,0.02,81.5,1.1,8.7,0.016,0,3.38,0.39,5.2,6.83
74.9424,43.8334,4.28,0,-7.8,2.03,6.7,0.015,0.2,1.16,0.52,0.48,4.83
74.93323333,43.82395556,5.14,0.26,5.9,0.4,2.7,0.003,2.1,2.25,0.48,0.046,6.22
74.91712222,43.83423333,6.03,0.06,-3.7,,,0.005,0.7,1.3,0.47,0.131,5.13
74.90851111,43.84201111,6.09,0.27,-9.7,0.4,1.4,0.041,1.7,1.03,0.33,0.023,4.85
74.88017778,43.83339722,5.63,0.01,-56.3,0.51,,0.006,0.1,0.52,0.19,0.088,4.28
74.88101111,43.84395278,6.06,0.02,-21.1,0.42,2,0.007,0,0.97,0.27,0.082,4.68
74.86128889,43.85061944,7.09,0.01,-7.6,,,0.009,0.2,0.95,0.28,0.044,4.79
74.89295556,43.841175,5.21,0.1,2.9,0.36,2.6,0.009,1.9,1.54,0.53,0.205,5.58
74.89962222,43.85034167,3.67,0,33.8,,,0.024,5,1.59,1.01,0.505,5.56
74.87795556,43.85506389,5.51,0,-27.2,1.38,4.5,0.022,0.3,0.63,0.3,0.181,4.51
74.87073333,43.85423056,6.48,0,-21.6,0.46,0.7,0.006,0.1,0.75,0.29,0.062,4.67
75.28018333,43.83979167,5.91,0,73.1,1,2.1,0.004,1.2,2.39,0.74,0.012,6.94
75.31379167,43.76173611,4.97,0,90.4,1.12,4.9,0.012,4,2.27,0.84,0.08,7.08
75.28906944,43.75979167,1.98,0.01,3.2,2.09,11.4,0.065,0.4,0.78,0.22,0.228,4.96
75.28351389,43.76895833,4.44,0,108,2.51,7.6,0.015,6.5,2.54,1.01,0.382,6.29
75.27823611,43.75729167,5.39,0.09,-26,0.2,,0.004,0.1,1.07,0.25,0.055,4.59
75.267125,43.78423611,2.62,,-18.5,0.84,4.2,0.008,0,0.29,0.06,0.046,4.54
75.27379167,43.77868056,2.52,,13.5,0.8,7.3,0.017,0,0.89,0.14,0.05,5.3
75.27129167,43.77840278,2.06,0,11.7,0.37,,0.009,0.1,0.7,0.09,0.092,5.51
75.26684722,43.77784722,1.35,0,-11.8,1.08,7.8,0.102,0.4,0.5,0.08,0.143,4.76
75.26990278,43.77979167,1.46,0,-0.5,1.17,6.5,0.092,0.4,0.51,0.05,0.101,4.97
75.26684722,43.77229167,1.37,0,-15.7,1.28,8.9,0.019,0.4,0.64,0.07,0.143,4.67
75.22295833,43.78034722,4.37,0,-22.8,1.4,17.5,0.016,1.6,1.58,0.71,0.79,4.43
75.21684722,43.77729167,4.6,0.14,12.9,0.54,4,0.005,1,1.61,0.42,0.262,5.8
75.27795833,43.78979167,1.85,,-15.8,0.62,5.9,0.032,0,0.48,0.07,0.078,4.77
75.28212778,43.79673611,3.65,0,83.3,1.17,5,0.02,0,2.77,0.05,0,7.06
75.29101667,43.79395833,2.47,0,125,1.6,6.1,0.012,0,2.98,0.07,0.069,7.08
75.25795833,43.79340278,1.76,0,23,1.17,8.1,0.053,0,0.93,0.3,0.271,5.6
75.25601667,43.81618056,5.81,0,-27,0.52,3.9,0.008,0.1,1.13,0.21,0.127,4.56
75.26240556,43.83229167,3.73,0,10,2.77,5.7,0.042,0.5,1.59,0.22,0.58,5.15
75.26962778,43.82923611,2.25,0,-37.6,0.49,6.6,0.017,0,0.54,0.06,0.08,4.58
75.18407222,43.83367778,2.86,0.13,12.4,4.96,9.6,0.006,3,1.32,0.44,0.988,4.88
75.15268333,43.84228889,4.24,0.01,15.2,2.51,7.8,0.032,0.8,1.27,0.41,0.57,5.33
75.18184722,43.81534444,1.34,0.21,-44.4,3.88,21.1,0.025,4.2,0.63,0.21,0.47,4.35
75.17045833,43.81812222,6.41,0,-26.9,0.79,7.5,0.016,0.9,1.34,0.43,0.4,4.53
75.08240278,43.84062222,6.02,0.01,-8,0.47,2.3,0.017,0.1,0.89,0.34,0.09,4.96
75.10879167,43.8134,5.16,0,-59.7,0.71,13.2,0.031,0.9,0.59,0.32,0.27,4.23
75.11295833,43.81478889,5.05,0,-48.2,1.44,8.3,0.013,1.6,0.92,0.32,0.319,4.35
75.049625,43.84701111,4.98,0.12,-18.5,0.41,5.7,0.004,0.9,1.23,0.3,0.129,4.81
75.09184722,43.80784444,2.71,0,-40,1.12,6.1,0.007,0.2,0.33,0.07,0.146,4.36
75.09156944,43.78284444,5.39,0,9,0.46,4.7,0.007,0.7,1.49,0.57,0.201,5.69
75.07629167,43.78645556,4.57,0,-6.4,0.51,7.6,0.014,0.6,1.17,0.47,0.315,4.88
75.05879167,43.78201111,4.61,0.02,3.2,1.36,5.8,0.021,0.4,1.06,0.34,0.566,5.12
75.04601389,43.79312222,4.67,0.23,156.4,,5.5,0.012,10.6,2.75,1.61,0.622,6.72
74.99768056,43.79562222,4.19,0,-6,0.98,6.5,0.016,0.2,0.92,0.36,0.293,4.95
75.01517778,43.75617778,5.12,0,-39.8,0.61,5.2,0.013,0.1,0.56,0.29,0.079,4.47
74.98434444,43.77506667,5.1,0.19,45.6,0.7,3.4,0.006,5.8,2.12,0.84,0.011,6.68
74.97462222,43.80395556,3.3,0,-2.1,0.33,13.2,0.013,2.4,1.05,0.46,0.627,4.79
74.96212222,43.79673333,3.4,0,25.8,2.31,12.5,0.013,2.3,1.58,0.79,1.093,5.42
74.9574,43.7959,6.3,0.04,4.1,0.51,5,0.019,0.2,1.61,0.7,0.099,5.44
74.97462222,43.80395556,6.85,0,-22.2,0.05,4.6,0.008,0.3,1.1,0.46,0.053,4.66
75.28628889,43.72090278,3.92,0,74,0.06,11.4,0.015,0.3,1.97,0.08,0.019,7.9
75.28879167,43.74479167,5.54,0,3.5,0.01,,0.007,0.1,1.84,0.42,0.069,5.84
75.26101389,43.743125,5.04,0,61.4,0.55,6.4,0.008,4.1,2.29,0.58,0.151,6.61
75.26795833,43.73256944,3.06,0,11.6,1.64,16.2,0.03,0.1,1.33,0.09,0.156,5.03
75.21295833,43.768125,3.61,0,27.9,6.87,18.9,0.056,4.4,1.81,0.55,3.496,5.22
75.12323333,43.73145833,4.31,0,12,1.1,8.7,0.028,0,1.4,0.46,0.14,5.39
75.12573333,43.72284722,4.84,0.06,35,0.95,6.8,0.019,4.1,1.82,0.79,0.416,5.86
75.10406667,43.74368056,4.05,0.12,32.5,1.68,10.1,0.015,5.7,1.62,0.95,0.503,5.67
75.05601111,43.7384,5.58,0,-10.6,0.23,,0.016,0,1.03,0.26,0.026,4.9
75.0249,43.76312222,4.97,0,-33.5,0.33,5.4,0.011,0.1,0.73,0.32,0.061,4.47
75.04073333,43.73201111,5.63,0.15,-21.7,2.02,,0.029,3.1,1.13,0.29,0.565,4.58
75.02684444,43.74228889,5.6,0.03,-63.2,1.07,8.7,0.023,2.9,0.81,0.19,0.278,4.3
75.01767778,43.73367778,2.61,0,32.9,1.11,10.8,0.025,0.9,1.35,0.65,1.03,5.68
75.00489722,43.72978889,3.91,0,56.4,0.5,7.3,0.017,0.8,2.06,0.82,0.05,7.5
75.27545556,43.68479167,5.61,0,132.7,1.6,4.8,0.012,5.4,3.45,1.15,0.045,7
75.28684444,43.688125,5.15,0,2.3,0.1,2.3,0.017,0,1.36,0.44,0.072,5.6
75.28628889,43.69118056,1.82,0,-9.7,0.58,3.2,0.018,0,0.32,0.07,0.065,4.88
75.28378889,43.70423611,1.6,,-17.3,1.09,5.2,0.024,0,0.42,0.06,0.055,4.94
75.16573333,43.70423611,3.3,0,59.6,5.37,12.7,0.036,3.6,1.75,0.35,1.22,5.11
75.26239722,43.63979167,2.19,0,115.1,6.32,14.3,0.029,5.5,2.94,0.59,0.688,5.73
75.15461944,43.70173611,4,0,78.5,1.21,6.8,0.02,2.7,2.36,0.63,0.585,6.36
75.13711944,43.70368056,3,0,73.2,2.97,10.1,0.038,3.1,2.16,0.63,0.382,5.72
75.12795278,43.685625,3.04,0,-16.4,2.03,8.9,0.025,0.4,0.69,0.41,0.63,4.6
75.09961944,43.68395833,5,0.03,-7.6,0.27,2.1,0.009,0.3,0.96,0.52,0.118,4.96
75.08434167,43.69340278,4.18,0.05,89.5,2.54,8.2,0.02,5.8,2.25,1.03,0.515,6.04
75.06461944,43.69034722,5.86,0.19,50.3,1.59,4.9,0.011,7.4,2.25,1.12,0.114,6.03
75.10184167,43.69784722,5,0,18.4,0.61,3.9,0.008,5.5,1.97,0.83,0.028,6.87
75.15239722,43.68340278,4.46,0.01,24.7,1.3,9.7,0.016,5.2,1.87,0.66,0.64,5.36
75.24628611,43.62479167,2.24,0,393.2,5.94,9.8,0.029,0.4,7.01,0.86,0.884,6.86
75.17795,43.62340278,4.15,0.08,251.2,3.62,8,0.03,8.2,4.35,1.94,0.205,6.9
75.08433889,43.64284722,4.65,,23.8,0.46,5.8,0.024,0.5,1.23,0.64,0.133,5.94
75.07100556,43.63979167,5.55,0,80.9,0.95,5.1,0.014,3.7,2.58,0.84,0.043,6.88
75.04322778,43.68145833,6.08,0.15,92,1.34,3.7,0.019,3.2,4.79,3.94,0.008,7.03
75.05239444,43.67895833,5.9,,115,1.47,4.1,0.015,5,2.96,1.05,0.063,7.21
75.040175,43.69728889,3.55,0,104,1.8,9.2,0.04,4.1,2.37,1.06,0.465,6.44
75.01683889,43.67867778,3.1,0.01,6.9,1.66,10.2,0.016,1.2,1.55,0.65,0.451,5.59
75.01850556,43.67784444,1.94,0.02,236.6,3.45,11.6,0.071,4.7,5.33,4.7,1.017,6.6
75.00795278,43.69478889,5.33,0.14,189.2,2.65,3.9,0.013,4.7,4.22,1.7,0.268,7.24
75.01573056,43.71034444,2.14,0.01,65.6,1.05,14.6,,2.6,2.22,1.04,0.577,6.5
74.96073056,43.74034444,4.42,0,46.5,0.51,7,0.01,4,2.09,0.79,0.017,6.48
74.97239722,43.73701111,3.75,0,-6.6,0.11,0.7,0.005,0,0.71,0.18,0.041,4.79
74.94962222,43.78895556,4.67,0,-3.7,0.05,4.7,0.009,0.8,1.07,0.31,0.068,5.09
74.95684444,43.76562222,6.43,0.25,28.6,0.46,2.5,0.005,4.8,2.1,0.66,0.014,6.5
74.95517778,43.76117778,4.67,0.09,86.5,0.86,6.1,0.017,5.3,1.88,0.97,0.259,6.58
74.91489722,43.78423333,5.44,0.11,24.2,0.87,,0.013,3.5,2.28,0.64,0.45,5.2
74.89545556,43.8184,6.08,0,-40.4,1.52,9.9,0.044,1.2,0.76,0.34,0.218,4.37
74.90767778,43.82256667,5.86,0,-5.1,0.53,3,0.017,0.3,1.15,0.51,0.044,5.05
74.91600833,43.75645556,5.58,0.19,,0.74,3.7,0.007,4.6,1.96,0.51,0.089,6.14
74.90350833,43.78034444,6.55,0.05,10,0.59,5,0.007,0.1,1.81,0.44,0.176,5.7
74.90128611,43.74923333,5.42,0.01,,2.28,,0.015,3.6,3.96,2.13,0.222,6.59
74.91739722,43.75645556,6.36,0.38,101.1,1.47,2.6,0.007,7.6,3.17,1.12,0.028,7.07
74.925175,43.75256667,3.44,0,-12.9,0.19,2.8,0.016,0,0.86,0.14,0.071,4.87
74.927675,43.75062222,3.92,0,-23,0.43,1.7,0.006,0,0.7,0.12,0.046,4.55
74.852675,43.78117778,6.35,0.25,72.5,0.99,4.6,0.029,5.4,2.57,0.81,0.031,6.8
74.81239444,43.78923056,6.18,0.23,54.7,0.73,,0.009,5.6,2.53,0.71,0.076,6.7
74.84656111,43.77478889,5.26,0,53.8,0.75,3.8,,1.8,1.72,0.65,0.048,6.59
74.857675,43.77062222,5.39,0.05,153.4,1.85,4.5,,5.4,2.86,0.94,0.082,7.08
74.87073056,43.7934,5.2,0.19,4.8,0.39,4,0.01,3.5,1.85,0.5,0.057,5.27
74.83100833,43.80506389,6.28,0.3,149.2,2.02,3.3,0.004,1.8,5.1,0.33,0.02,7.39
74.88295278,43.81145556,5.6,0.05,-3.4,0.38,4.9,0.02,0.5,1.6,0.57,0.25,5.25
74.88601111,43.82562222,4.21,0,-45.8,2.74,12.8,,1.2,0.62,0.29,0.414,4.36
74.88823333,43.83062222,6.37,0,-46.4,0.65,6.5,0.006,0.2,0.71,0.2,0.102,4.26
74.84545278,43.856175,4.53,0.03,-24.9,,,0.01,0.1,0.64,0.25,0.12,4.62
74.83128611,43.84450833,5.09,0,-26.7,0,8.2,0.012,3.3,0.72,0.34,0.233,4.44
74.82211944,43.85423056,7.3,0.04,-16.4,0.2,,0.011,0.1,0.96,0.39,0.131,4.69
74.75795278,43.876175,6.72,0.09,-7.9,0.18,2.4,0.003,1.7,1.56,0.38,0.029,5.01
74.72572778,43.85534167,8.89,0.05,40.9,0.42,3.7,0.01,2.9,2.2,0.56,0.113,5.42
74.81934167,43.86256389,6.28,0.07,-7.7,,,0.004,1.4,0.99,0.35,0.033,4.86
74.79156389,43.88645278,4.84,0,-20.4,0.81,12.1,0.028,0.6,1.32,0.4,0.605,4.61
74.78684167,43.88756389,4.88,0,-22.9,0.73,10.9,0.018,1.1,1.36,0.36,0.635,4.63
74.77739722,43.87173056,5.64,0,-5.1,0.33,5.5,0.014,0.7,1.35,0.44,0.465,4.97
74.76850833,43.87895278,4.59,0,-60.5,0.41,8.5,0.017,0.5,1.31,0.47,0.665,4.3
74.72711667,43.90200556,4.77,0.04,2.6,0.22,8.4,0.011,1.6,1.38,0.32,0.155,4.96
74.72822778,43.89061944,5.7,0,-11.4,1.43,15,0.012,3.9,1.63,0.52,0.236,4.56
74.73017222,43.89200833,5.5,0.04,3.3,0.17,1.8,0.004,1.7,1.05,0.35,0.048,6.58
74.742675,43.89089722,5.54,0,-9.2,0.57,,0.01,0.6,1.46,0.45,0.11,4.95
74.80656389,43.84145278,6.47,0.28,-3.9,0.19,1.9,0.003,4.4,1.43,0.38,0.046,4.99
74.81573056,43.82145278,6.37,0.24,,0,1.1,0.004,2.4,1.84,0.44,0.02,5.24
74.80600833,43.82284167,6.68,0,-0.6,0.25,5.6,0.026,0,1.64,0.44,0.178,5.1
74.80711944,43.83061944,6.84,0.01,-9,0.22,3.5,0.007,1.9,1.56,0.44,0.121,4.94
74.78683889,43.83256389,6.59,0,8,0.13,3.7,0.004,3.3,1.77,0.44,0.032,5.48
74.76489444,43.84673056,6.94,0.08,-21,0.18,2.9,0.007,0.4,1.44,0.35,0.049,4.75
74.96878611,43.71256667,5.93,0,208.4,3.08,4.3,0.007,2,4.87,2.05,0.068,7.32
74.92545278,43.73006667,3.46,,341.7,5.03,8.6,0.019,2.6,12.84,41.6,0.705,6.9
74.84211667,43.76506667,3.5,0,184.1,2.54,7.2,0.04,1.2,5.87,13.65,0.055,6.97
74.78183611,43.74506667,5.8,0.16,166.7,2.21,4.5,0.041,3.3,5.16,2.29,0.052,7.16
74.72794722,43.76395278,6.63,0.01,163.7,2.79,3.9,0.012,0.1,6.61,0.28,0.012,7.73
74.72933611,43.763675,6.89,0.03,300.4,4.08,4.3,0.003,0.9,7.53,0.19,0,7.65
74.71294722,43.77006389,6.77,0,269.5,2.88,4.1,0.01,2.9,6.52,1.99,0.008,8.04
74.67072222,43.761175,6.95,0,7.5,0.36,6.5,0.016,0,1.96,0.51,0.054,5.2
74.84795,43.75034444,4.19,,30.1,0.61,8.1,0.036,0,1.89,0.44,0.133,5.92
74.93406111,43.70978889,3.07,0,268.4,5.42,6.2,0.02,2.4,4.67,1.46,0.9,6.56
74.94572778,43.70895556,2.5,0,-3,0.24,4.6,,0,0.87,0.25,0.178,5.14
74.95795,43.70728889,3.61,0.03,302.7,4.18,5.2,,6.6,4.96,1.6,0.199,7.14
75.02128056,43.64173611,5.94,0,-17.3,2.2,18.9,0.02,4.5,3.3,0.36,0.345,4.58
74.99545,43.67145556,6.17,0.15,107,1.36,4.4,0.007,5.4,3.15,1.05,0.097,6.93
74.98628333,43.67312222,4.94,0.22,35.8,1,7.7,,6.5,1.71,0.98,0.247,5.88
75.02989167,43.62090278,5.05,0.25,175,2.1,4.4,0.011,13.4,3.33,1.73,0.114,6.9
74.85266944,43.69867778,5.69,0,-0.9,1.96,10.8,0.014,0.4,1.95,0.38,0.46,5.16
74.82794722,43.71895556,3.88,0,91.8,,14.7,0.028,5.7,3.3,1.08,0.33,6.57
74.81266944,43.7134,5.75,0.27,8.9,0.23,2.7,0.001,2.8,2.24,0.59,0.017,6.06
74.77905833,43.7134,4.94,0,,0.45,,0.023,2.6,2.14,0.56,1.33,5.83
74.80988889,43.6309,4.4,0,79,2.75,,0.015,2.6,2.48,0.59,0.296,5.95
74.79683056,43.6284,6.3,0.01,10,0.36,,0.029,1.1,1.73,0.47,0.312,5.37
74.81405556,43.67673333,3.83,0,-27.7,0.54,11.9,0.014,0.5,0.92,0.33,0.59,4.55
74.81905556,43.67395556,4.57,0,-20.5,3.25,11.7,0.006,1.8,1.04,0.33,0.575,4.54
74.80794722,43.68895556,4.95,0,,3,,0.011,1.7,0.83,0.26,0.7,4.27
74.75433333,43.66895556,6.03,0.11,107.5,1.4,,0.003,3.9,3.58,0.57,0.006,7.02
74.74683333,43.67006667,4.82,0,171.6,2.23,,0.006,5.1,4.54,0.59,0.039,7.09
74.75183333,43.65117778,5.35,0,36.1,0.49,6.9,0.013,1.8,2.23,0.45,0.165,6.27
74.73849722,43.63617778,5.86,0.1,13.8,0.17,,0.004,0.3,1.86,0.33,0.014,6.05
74.74738611,43.6284,5.85,0.05,79.2,1.96,8.2,0.009,2.3,3.27,0.4,0.164,6.24
74.76183056,43.6234,5.65,0,-6,0.41,4.3,0.008,1,1.39,0.29,0.158,4.88
74.73988611,43.61812222,4.72,0,25.7,0.72,4.6,0.024,0.2,1.48,0.46,0.169,6.03
74.82099722,43.60145556,4.9,0.27,13.8,0.35,2.6,0.004,1.2,1.88,0.36,0.053,5.75
74.80238611,43.57923333,5.9,0,-50,0.91,5.5,0.009,0.7,0.78,0.2,0.39,4.35
74.78488611,43.58256667,5.69,0,-79.6,0.46,8.5,0.021,0,0.54,0.27,0.078,4.14
74.79238333,43.56673333,4.86,0,-43.2,0.83,11.1,0.013,1.1,0.84,0.36,0.52,4.4
74.79905278,43.57617778,5.29,0,-61.7,0.55,9.3,0.019,1.9,0.79,0.27,0.266,4.28
74.81293889,43.56256667,4.42,0,-47.9,0.71,13.1,0.024,0.2,0.92,0.24,0.38,4.34
74.81238333,43.56256667,5.32,0,-57,2,8.3,0.007,1.1,0.76,0.21,0.585,4.3
74.81738333,43.5634,6.49,0,-28.1,0.37,4.5,0.009,1.1,1.06,0.3,0.111,4.53
74.75043889,43.58228889,7.3,0,38.8,0.76,4.6,0.023,0,1.93,0.46,0.121,5.7
74.71849444,43.58117778,6.42,0.03,-17.2,0,3.2,0.009,0.3,1.16,0.34,0.047,4.71
74.70932778,43.60978889,3.39,0,38.8,1.11,,0.026,0.7,1.45,0.45,0.8,5.95
74.66405,43.61617778,4.79,0.06,-17.2,0.4,2.6,0.003,2.7,1.22,0.35,0.047,4.72
74.64182778,43.61812222,5.83,0,-20.5,0.79,7.4,0.016,0.6,1,0.4,0.464,4.69
74.64127222,43.61756667,5.9,0,-28.8,0.65,7.5,0.024,1.5,1.1,0.35,0.234,4.61
74.63516111,43.62034444,4.46,0,-26.9,0.78,5.8,0.021,0.6,0.95,0.32,0.232,4.7
74.69516111,43.61312222,5.84,0.05,-15.8,0,4.6,0.01,2.7,1.14,0.33,0.05,4.69
74.68488333,43.6159,6.04,0,-0.2,0.88,8.9,0.037,1.4,1.72,0.64,0.936,5.03
74.65599444,43.63006667,3.99,0,-27.4,1.29,6.2,0.005,1.6,0.94,0.29,0.286,4.53
74.66210556,43.60006667,5.18,0.13,,0.39,0.7,0.002,3.1,1.43,0.35,0.036,5.13
74.68516111,43.58006667,5.17,0.08,11,0,3.2,0.012,2.6,1.38,0.4,0.03,5.53
74.70321944,43.66617778,5.82,0,37.5,0.46,6,0.02,0.2,2,0.14,0.016,6.46
74.69960833,43.66951111,5.27,0,13.3,0.67,13.2,0.233,3.9,2.43,0.33,0.655,5.23
74.67821944,43.68867778,4.92,0,227.8,3.19,4.4,0.012,1.6,5.5,0.47,0.064,7.04
74.66571944,43.68784444,4.92,0,233.8,3.03,4.2,0.03,1.6,5.8,0.47,0.064,7.26
74.69961111,43.70756667,6.1,0,13.4,0.37,10.5,0.008,0,1.72,0.59,0.384,5.29
74.66571944,43.68812222,5.93,0.02,67.3,1.55,9.2,0.023,2.4,2.62,0.99,0.644,6.13
74.68293889,43.63256667,5.2,0,-10.1,0.97,4.4,0.007,0.1,1.12,0.22,0.192,4.79
74.63405,43.63478889,4.36,0,-37.2,1.18,10.4,0.014,2.5,0.75,0.24,0.492,4.43
74.55793611,43.64673333,3.94,0,4,0.84,9.7,0.007,2.7,1.23,0.55,0.398,5.13
74.59571667,43.67228889,7.3,0,-40.1,0.57,3.4,0.007,0,0.9,0.2,0.113,4.42
74.54016111,43.72395556,5.37,0,-42.1,0.82,9.3,0.01,0.2,0.76,0.37,0.556,4.4
74.54071389,43.68228889,4.7,0,237.2,2.72,4.7,0.028,3.4,3.87,1.09,0.058,8.23
75.22628333,43.56451389,2.87,0,-25,0.5,8.9,0.012,0,0.54,0.08,0.067,4.67
75.14655833,43.59506944,5.15,0,-4.3,1.02,6.5,0.011,0,1.52,0.42,0.103,4.88
75.14266944,43.595625,6,0,-5.6,0.36,4.3,0.012,0.1,1.38,0.43,0.111,5.01
75.23016944,43.530625,2.65,0,-32.4,0.33,,0.013,0,0.4,0.04,0.08,4.46
75.21628056,43.55201389,4.32,0,20.1,0,6.5,0.02,0.1,2.58,0.38,0.052,5.76
75.19683333,43.50951389,1.75,0,-30.4,2.1,10.8,0.064,0.2,0.49,0.05,0.094,4.5
75.17655556,43.52923611,5.06,0,174.2,2.21,4.2,0.006,1.3,4.14,1.41,0.006,7.34
75.17044444,43.53673611,5.33,0,156.9,2.76,4.7,0.008,4.6,4.05,1.81,0.357,6.86
75.15878056,43.54756944,5.74,0.09,82.5,1.18,4.8,0.009,3.3,3.48,2.72,0.074,6.85
75.15405833,43.56840278,5.7,0.07,29.9,0.61,4.6,0.009,1.9,2.09,0.5,0.077,6.03
75.14294722,43.57173611,4.12,0,107.8,4.46,9.5,0.023,4,3.45,2.36,0.51,6.01
75.13294722,43.58840278,5.78,0.05,33.4,0.81,11.4,0.018,3.4,2.67,0.7,0.167,5.7
75.12600278,43.58701389,4.56,0,201.6,2.74,6.6,0.018,1,5.67,6.22,0.314,7.08
75.19433611,43.53201389,5.84,0,49.6,0.96,4.4,0.012,0.1,2.74,0.37,0.042,6.67
75.20766667,43.438125,5.38,0.15,1927,22.25,4.5,0.006,4.9,40.68,1.93,0.235,7.9
75.24155833,43.45951389,6.2,0.35,1476,17.46,5.2,0.019,4.5,26.08,1.49,0.231,7.82
75.20627778,43.44006944,4.77,0.14,371,5.05,6.6,0.013,7.8,7.14,0.95,0.274,7.17
75.10488611,43.44173611,0.7,0,-38.1,2.44,19.7,0.076,0.3,0.16,0.06,0.092,4.36
75.07293889,43.44868056,3.52,0,0.4,0.11,5.5,0.027,0.1,1.27,0.24,0.119,5.4
75.04932778,43.49173611,5.85,0.06,73.1,1.2,6.5,0.013,6.6,2.83,0.92,0.392,6.6
74.99182778,43.52784722,4.83,0,53.2,1.37,8.1,0.026,3.1,2.16,0.65,0.272,6.01
74.99710833,43.53284722,7.07,0,-26,0.55,5.1,0.025,0,1.18,0.39,0.148,4.55
75.14433333,43.54534722,6.16,0.13,166.2,2.16,2.6,0.002,2.3,5.02,7.08,0.033,7.18
75.08433333,43.57229167,3.28,0,17.8,2.08,13.4,0.011,1.1,1.6,0.5,0.342,5.22
75.08433611,43.59034722,6.02,0.06,-2.9,0.34,,0.011,2.3,1.44,0.51,0.043,5.18
75.05516944,43.59506944,5.47,0,62.1,0.68,4.8,0.006,6,2.18,0.96,0.056,6.54
75.06766667,43.55145833,5.86,0.03,2.6,0.19,3.3,0.005,0.1,1.36,0.39,0.095,5.15
75.06294167,43.53006944,5.28,0,19.1,1.08,,0.014,1.5,1.78,0.68,0.25,5.41
75.05516389,43.52090278,5.13,0.08,32.4,0.51,,0.007,2.9,1.81,0.62,0.159,6.52
75.023775,43.54284722,4.94,0,12.8,0.57,4.2,0.007,2.6,1.5,0.57,0.156,5.85
75.02405556,43.59868056,4.39,0,-24.2,0.46,5.7,0.013,0,0.74,0.27,0.189,4.49
75.20738889,43.42340278,5.13,0.16,184.6,2.85,6.3,0.01,5.6,5.46,0.83,0.22,7.15
75.16905278,43.40895833,4.85,0,20.5,2.3,2.9,0.025,4.4,1.58,0.54,0.138,5.49
75.14516389,43.37090278,6.75,0.15,1325.1,16.79,1.9,0.023,5.3,26.5,1.07,0.073,8.34
75.13599722,43.370625,6.61,0.23,1296.8,16.11,1.1,0.008,6.8,25.79,1.03,0.019,8.57
75.08210556,43.40423611,5.13,0.16,183.3,2.61,3,0.013,9.9,3.66,1.17,0.101,7.03
74.96515833,43.44090278,6.16,0,-18,0.51,7.1,0.028,1,1.44,0.49,0.261,4.83
74.95099167,43.43423611,5.58,0,-18.1,0.3,4.9,0.007,0.3,1.04,0.35,0.079,4.76
74.90460278,43.46118056,5.73,0,-15.9,0.19,4.1,0.003,0,1.05,0.3,0.026,4.66
74.90571389,43.44951389,5.68,0.22,17.9,0.12,2.7,0.011,2,1.73,0.57,0.033,5.81
74.95766111,43.475625,5.35,0.14,74.9,1.56,8,0.01,5.4,2.28,0.98,0.34,6.12
75.02099444,43.47701389,6.19,0,-0.8,0.49,5.3,0.02,0,1.29,0.47,0.226,5.02
75.00849444,43.47895833,4.23,0.05,172.9,2.35,6.2,0.027,10.8,3,1.66,0.194,7.06
74.846825,43.49395833,5.07,0.28,8.3,0.15,2.6,0.003,4.7,1.38,0.53,0.026,5.58
74.94766111,43.52284722,5.27,0.19,-1.9,0.4,5,0.003,3.6,1.59,0.46,0.121,5.06
74.93683056,43.54840278,4.36,0,4.6,0.49,11.9,0.016,1.4,1.54,0.65,0.371,5.08
74.93155278,43.56728889,4.42,0,71.7,1.55,10.7,0.031,1.7,2.66,0.55,0.258,6.19
74.85683056,43.5709,5.55,0,-65.9,2.06,11.3,0.02,1.2,0.77,0.27,0.555,4.23
74.826275,43.56867778,5.66,0,-31.2,0.52,5,0.032,1.6,0.77,0.24,0.382,4.48
74.821275,43.57367778,5.55,0,-30.4,0.65,3.1,0.013,0.6,0.68,0.32,0.605,4.46
74.88655,43.54673333,5.39,0,22.6,0.55,3.1,0.014,2.3,1.69,0.54,0.147,5.96
74.85460556,43.54451111,4.2,0,-15.1,0.37,9,0.009,0,0.94,0.31,0.186,4.58
74.90460833,43.54756667,5.04,0,-6.8,1.04,6.7,0.008,0.4,1.32,0.36,0.179,4.92
73.915125,43.15007222,3.2,0,358.4,4.93,9,0.036,4.1,5.53,1.39,0.126,7.16
73.84845556,43.23396111,2.16,0,-2.4,0.45,7.3,0.013,0,0.62,0.16,0.164,4.95
73.86512222,43.32229444,3.76,0.02,39.5,0.27,6.5,0.039,0.5,1.78,0.75,0.039,7.45
73.98540556,43.24812778,3.47,0.01,116.7,4.37,10.7,0.025,3.1,2.71,0.88,0.137,5.95
73.94984722,43.27007222,4.09,0.01,439.2,5.55,4.6,0.012,2.7,8.53,3.05,0.195,7.68
73.93623611,43.23535,4.4,0.01,85.1,1.32,6.2,0.008,0.4,2.39,0.66,0.145,6.64
73.91901389,43.26423889,5.93,0.01,130.3,1.92,3.2,0.004,0.9,4.2,3.6,0.017,7.17
